,gameid,league,year,split,patch,participantid,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,result,cspm,monsterkills,earned gpm,kills,deaths,assists,vspm,teamkills,teamdeaths
0,9691-9691_game_1,LPL,2023,Spring,13.01,1,Xiaolaohu,oe:player:0e42126e417733263459e2b54ae7e2a,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,K'Sante,Lucian,Varus,Syndra,LeBlanc,Viktor,0,7.9739,0,187.1242,1,4,1,0.4902,6,16
1,9691-9691_game_1,LPL,2023,Spring,13.01,2,haoye,oe:player:1e9df7dacc21aca9011a58eac5abae5,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Vi,Lucian,Varus,Syndra,LeBlanc,Viktor,0,5.5556,155,213.5294,2,3,4,1.5686,6,16
2,9691-9691_game_1,LPL,2023,Spring,13.01,3,Care,oe:player:6bc43cc1537fa4ac6295b4899e972cf,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Akali,Lucian,Varus,Syndra,LeBlanc,Viktor,0,7.9412,0,215.9804,1,2,4,1.2745,6,16
3,9691-9691_game_1,LPL,2023,Spring,13.01,4,Lwx,oe:player:ce76a8fc639b0cc96da48c76bc0bbeb,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Caitlyn,Lucian,Varus,Syndra,LeBlanc,Viktor,0,11.0131,25,285.0327,1,2,3,0.817,6,16
4,9691-9691_game_1,LPL,2023,Spring,13.01,5,Lele,oe:player:ad991b9f2f7e553d4eefb9f5d06afc9,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Lux,Lucian,Varus,Syndra,LeBlanc,Viktor,0,1.3072,0,83.8235,1,5,3,2.5817,6,16
5,9691-9691_game_1,LPL,2023,Spring,13.01,6,Biubiu,oe:player:445af96e9e883e18105c9c6072d97a1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Renekton,Zeri,Ryze,Yuumi,Ahri,Fiora,1,10.0,12,312.2876,0,0,6,0.915,16,6
6,9691-9691_game_1,LPL,2023,Spring,13.01,7,Heng,oe:player:92f0831b560a15d8be3be25275adb08,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Maokai,Zeri,Ryze,Yuumi,Ahri,Fiora,1,4.9673,139,244.7059,1,2,12,1.3725,16,6
7,9691-9691_game_1,LPL,2023,Spring,13.01,8,Shanks,oe:player:0e2f0d3ded24c190dd6a4b3d6f89f04,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Azir,Zeri,Ryze,Yuumi,Ahri,Fiora,1,8.8562,12,365.0327,8,1,4,1.3072,16,6
8,9691-9691_game_1,LPL,2023,Spring,13.01,9,Hope,oe:player:7cf68f44e5dc31827b1d3f0a3b4a28e,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Kalista,Zeri,Ryze,Yuumi,Ahri,Fiora,1,10.1961,24,372.7124,7,3,5,1.4379,16,6
9,9691-9691_game_1,LPL,2023,Spring,13.01,10,Iwandy,oe:player:db820b983e253a5e5926aa8cd8d1a82,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Nautilus,Zeri,Ryze,Yuumi,Ahri,Fiora,1,0.9477,0,135.5882,0,0,15,2.8105,16,6
10,9691-9691_game_2,LPL,2023,Spring,13.01,1,Biubiu,oe:player:445af96e9e883e18105c9c6072d97a1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Kennen,Galio,Fiora,Ryze,Syndra,K'Sante,0,8.4654,4,265.3963,0,5,1,1.4165,4,17
11,9691-9691_game_2,LPL,2023,Spring,13.01,2,Heng,oe:player:92f0831b560a15d8be3be25275adb08,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Poppy,Galio,Fiora,Ryze,Syndra,K'Sante,0,5.2277,132,153.1197,1,3,1,1.6189,4,17
12,9691-9691_game_2,LPL,2023,Spring,13.01,3,Shanks,oe:player:0e2f0d3ded24c190dd6a4b3d6f89f04,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Sylas,Galio,Fiora,Ryze,Syndra,K'Sante,0,8.1619,0,206.6779,2,4,1,1.2142,4,17
13,9691-9691_game_2,LPL,2023,Spring,13.01,4,Hope,oe:player:7cf68f44e5dc31827b1d3f0a3b4a28e,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Sivir,Galio,Fiora,Ryze,Syndra,K'Sante,0,10.6914,4,277.6054,1,3,1,1.484,4,17
14,9691-9691_game_2,LPL,2023,Spring,13.01,5,Iwandy,oe:player:db820b983e253a5e5926aa8cd8d1a82,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Yuumi,Galio,Fiora,Ryze,Syndra,K'Sante,0,0.1686,0,82.2934,0,2,2,2.6307,4,17
15,9691-9691_game_2,LPL,2023,Spring,13.01,6,Xiaolaohu,oe:player:0e42126e417733263459e2b54ae7e2a,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Jax,Lucian,Vi,Maokai,Renekton,Jayce,1,9.0388,32,309.5784,2,0,6,1.2816,17,4
16,9691-9691_game_2,LPL,2023,Spring,13.01,7,haoye,oe:player:1e9df7dacc21aca9011a58eac5abae5,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Wukong,Lucian,Vi,Maokai,Renekton,Jayce,1,5.1602,119,248.7352,3,2,8,1.7201,17,4
17,9691-9691_game_2,LPL,2023,Spring,13.01,8,Care,oe:player:6bc43cc1537fa4ac6295b4899e972cf,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Kassadin,Lucian,Vi,Maokai,Renekton,Jayce,1,9.6796,20,407.3862,10,1,3,1.4165,17,4
18,9691-9691_game_2,LPL,2023,Spring,13.01,9,Lwx,oe:player:ce76a8fc639b0cc96da48c76bc0bbeb,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Zeri,Lucian,Vi,Maokai,Renekton,Jayce,1,10.5228,40,310.1518,2,0,9,1.2479,17,4
19,9691-9691_game_2,LPL,2023,Spring,13.01,10,Lele,oe:player:ad991b9f2f7e553d4eefb9f5d06afc9,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Lulu,Lucian,Vi,Maokai,Renekton,Jayce,1,0.4047,0,106.4418,0,1,10,2.4621,17,4
20,9691-9691_game_3,LPL,2023,Spring,13.01,1,Xiaolaohu,oe:player:0e42126e417733263459e2b54ae7e2a,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Gwen,Lucian,Maokai,Varus,Lulu,Renekton,0,8.0684,20,231.1293,0,3,6,1.2259,13,18
21,9691-9691_game_3,LPL,2023,Spring,13.01,2,haoye,oe:player:1e9df7dacc21aca9011a58eac5abae5,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Wukong,Lucian,Maokai,Varus,Lulu,Renekton,0,5.8172,209,224.7548,3,4,4,1.9391,13,18
22,9691-9691_game_3,LPL,2023,Spring,13.01,3,Care,oe:player:6bc43cc1537fa4ac6295b4899e972cf,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Akali,Lucian,Maokai,Varus,Lulu,Renekton,0,7.1545,4,230.4606,3,3,6,1.6716,13,18
23,9691-9691_game_3,LPL,2023,Spring,13.01,4,Lwx,oe:player:ce76a8fc639b0cc96da48c76bc0bbeb,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Kalista,Lucian,Maokai,Varus,Lulu,Renekton,0,9.0267,52,322.0654,6,2,5,1.2259,13,18
24,9691-9691_game_3,LPL,2023,Spring,13.01,5,Lele,oe:player:ad991b9f2f7e553d4eefb9f5d06afc9,FunPlus Phoenix,oe:team:33d17f3717f58e12a3da80b377221fb,Heimerdinger,Lucian,Maokai,Varus,Lulu,Renekton,0,0.7801,3,113.3804,1,6,10,2.9421,13,18
25,9691-9691_game_3,LPL,2023,Spring,13.01,6,Biubiu,oe:player:445af96e9e883e18105c9c6072d97a1,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,K'Sante,Galio,Ryze,Zeri,Renata Glasc,Fiora,1,6.6865,4,206.7236,2,3,9,1.003,18,13
26,9691-9691_game_3,LPL,2023,Spring,13.01,7,Heng,oe:player:92f0831b560a15d8be3be25275adb08,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Vi,Galio,Ryze,Zeri,Renata Glasc,Fiora,1,4.3462,155,177.682,3,4,8,1.5825,18,13
27,9691-9691_game_3,LPL,2023,Spring,13.01,8,Shanks,oe:player:0e2f0d3ded24c190dd6a4b3d6f89f04,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Syndra,Galio,Ryze,Zeri,Renata Glasc,Fiora,1,8.0461,33,294.7177,5,2,6,0.847,18,13
28,9691-9691_game_3,LPL,2023,Spring,13.01,9,Hope,oe:player:7cf68f44e5dc31827b1d3f0a3b4a28e,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Aphelios,Galio,Ryze,Zeri,Renata Glasc,Fiora,1,10.0074,34,356.9911,7,2,9,2.1174,18,13
29,9691-9691_game_3,LPL,2023,Spring,13.01,10,Iwandy,oe:player:db820b983e253a5e5926aa8cd8d1a82,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,Soraka,Galio,Ryze,Zeri,Renata Glasc,Fiora,1,0.7355,0,114.4948,1,2,16,2.6746,18,13
30,9692-9692_game_1,LPL,2023,Spring,13.01,1,Zdz,oe:player:132ee4b29ebeac294a420dcebe64bdc,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Fiora,Jax,Galio,Wukong,Kennen,Renekton,0,8.0811,15,259.2686,4,7,5,1.4989,17,23
31,9692-9692_game_1,LPL,2023,Spring,13.01,2,Xiaohao,oe:player:58771d428ade54dd5983bbe70ce0383,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Graves,Jax,Galio,Wukong,Kennen,Renekton,0,6.6908,197,239.3483,5,4,6,3.2151,17,23
32,9692-9692_game_1,LPL,2023,Spring,13.01,3,Harder,oe:player:c6ad8b5c4df40d2f69ee833a8a56681,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Syndra,Jax,Galio,Wukong,Kennen,Renekton,0,7.2122,20,219.3845,4,5,5,1.1731,17,23
33,9692-9692_game_1,LPL,2023,Spring,13.01,4,Betty,oe:player:7e754adda86a60e0a39d7204ba60424,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Jhin,Jax,Galio,Wukong,Kennen,Renekton,0,8.2766,28,253.9899,3,1,9,1.1296,17,23
34,9692-9692_game_1,LPL,2023,Spring,13.01,5,SwordArt,oe:player:0908c66a5c361f682282599e75b334f,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Heimerdinger,Jax,Galio,Wukong,Kennen,Renekton,0,0.6517,5,95.1702,1,6,7,2.5416,17,23
35,9692-9692_game_1,LPL,2023,Spring,13.01,6,YSKM,oe:player:7deb8d68aef0757c10381b599f855de,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Camille,Yuumi,Lucian,Ashe,Zeri,Sivir,1,7.2339,37,278.168,7,6,6,1.2817,23,17
36,9692-9692_game_1,LPL,2023,Spring,13.01,7,gideon,oe:player:fbcff2ba1ed74db00928574990c96dc,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Viego,Yuumi,Lucian,Ashe,Zeri,Sivir,1,6.0825,212,242.1506,6,3,7,2.4982,23,17
37,9692-9692_game_1,LPL,2023,Spring,13.01,8,neny,oe:player:7a8be380f1f059a62c13e9969628588,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Ryze,Yuumi,Lucian,Ashe,Zeri,Sivir,1,7.6032,23,265.6119,5,6,10,1.0644,23,17
38,9692-9692_game_1,LPL,2023,Spring,13.01,9,Ahn,oe:player:66d0ff0f8f9b5296770c1dbda549950,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Varus,Yuumi,Lucian,Ashe,Zeri,Sivir,1,9.0152,7,302.0637,3,1,14,1.0644,23,17
39,9692-9692_game_1,LPL,2023,Spring,13.01,10,Wink,oe:player:39d7885ab4602a7f8d202883d253f5e,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Lux,Yuumi,Lucian,Ashe,Zeri,Sivir,1,1.7379,4,145.3729,2,1,15,3.7147,23,17
40,9692-9692_game_2,LPL,2023,Spring,13.01,1,Zdz,oe:player:132ee4b29ebeac294a420dcebe64bdc,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Camille,Jax,Wukong,Heimerdinger,Ashe,Kalista,0,5.1406,0,157.2008,2,7,6,0.6279,10,24
41,9692-9692_game_2,LPL,2023,Spring,13.01,2,Xiaohao,oe:player:58771d428ade54dd5983bbe70ce0383,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Graves,Jax,Wukong,Heimerdinger,Ashe,Kalista,0,6.9065,119,290.3859,4,4,5,2.5507,10,24
42,9692-9692_game_2,LPL,2023,Spring,13.01,3,Harder,oe:player:c6ad8b5c4df40d2f69ee833a8a56681,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Galio,Jax,Wukong,Heimerdinger,Ashe,Kalista,0,6.0824,4,173.2112,1,5,6,0.5494,10,24
43,9692-9692_game_2,LPL,2023,Spring,13.01,4,Betty,oe:player:7e754adda86a60e0a39d7204ba60424,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Varus,Jax,Wukong,Heimerdinger,Ashe,Kalista,0,8.0052,1,264.722,3,3,1,0.4317,10,24
44,9692-9692_game_2,LPL,2023,Spring,13.01,5,SwordArt,oe:player:0908c66a5c361f682282599e75b334f,Anyone's Legend,oe:team:ed28f87f0cfdba0a2a8f183cebae73a,Renata Glasc,Jax,Wukong,Heimerdinger,Ashe,Kalista,0,0.4317,0,75.6181,0,5,6,1.7266,10,24
45,9692-9692_game_2,LPL,2023,Spring,13.01,6,YSKM,oe:player:7deb8d68aef0757c10381b599f855de,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Fiora,Yuumi,Lucian,Zeri,Vi,Kindred,1,7.7305,20,341.6743,8,3,10,0.5494,24,10
46,9692-9692_game_2,LPL,2023,Spring,13.01,7,gideon,oe:player:fbcff2ba1ed74db00928574990c96dc,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Viego,Yuumi,Lucian,Zeri,Vi,Kindred,1,6.5925,124,297.1354,5,2,9,1.8443,24,10
47,9692-9692_game_2,LPL,2023,Spring,13.01,8,neny,oe:player:7a8be380f1f059a62c13e9969628588,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Ryze,Yuumi,Lucian,Zeri,Vi,Kindred,1,9.6141,20,331.864,2,2,12,1.138,24,10
48,9692-9692_game_2,LPL,2023,Spring,13.01,9,Ahn,oe:player:66d0ff0f8f9b5296770c1dbda549950,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Draven,Yuumi,Lucian,Zeri,Vi,Kindred,1,9.4964,14,459.2806,6,1,10,1.295,24,10
49,9692-9692_game_2,LPL,2023,Spring,13.01,10,Wink,oe:player:39d7885ab4602a7f8d202883d253f5e,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,Blitzcrank,Yuumi,Lucian,Zeri,Vi,Kindred,1,1.2557,0,168.8162,3,2,14,2.7861,24,10
50,9693-9693_game_1,LPL,2023,Spring,13.01,1,Bin,oe:player:fb66ef5885b4be9323905b821dc3a42,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Gwen,Syndra,Lucian,Renekton,Jayce,Azir,0,7.8571,24,302.7586,6,3,6,1.2069,17,22
51,9693-9693_game_1,LPL,2023,Spring,13.01,2,XUN,oe:player:814f33b3479f1ebf6cd22cba78f30e0,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Wukong,Syndra,Lucian,Renekton,Jayce,Azir,0,4.5813,170,184.3596,2,7,11,1.1576,17,22
52,9693-9693_game_1,LPL,2023,Spring,13.01,3,Yagao,oe:player:4860d1660ce45bd15a600953309135c,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Ahri,Syndra,Lucian,Renekton,Jayce,Azir,0,7.3399,4,220.0,3,6,6,1.7734,17,22
53,9693-9693_game_1,LPL,2023,Spring,13.01,4,Elk,oe:player:a58a0d41103cdc5b58cbb547eeaca2d,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Zeri,Syndra,Lucian,Renekton,Jayce,Azir,0,9.6059,48,339.532,5,3,7,1.798,17,22
54,9693-9693_game_1,LPL,2023,Spring,13.01,5,ON,oe:player:90651ebea9a35ec4e018c8157492e17,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Lulu,Syndra,Lucian,Renekton,Jayce,Azir,0,0.665,0,112.6847,1,3,11,2.5616,17,22
55,9693-9693_game_1,LPL,2023,Spring,13.01,6,369,oe:player:0c74b7f78409a4022a2c4c5a5ca3ee1,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Aatrox,Ryze,Kindred,K'Sante,Galio,Fiora,1,7.4877,23,242.1429,4,7,11,1.1084,22,17
56,9693-9693_game_1,LPL,2023,Spring,13.01,7,Kanavi,oe:player:41deab55354f57a94135989133f9968,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Maokai,Ryze,Kindred,K'Sante,Galio,Fiora,1,4.9754,166,265.468,4,6,13,1.601,22,17
57,9693-9693_game_1,LPL,2023,Spring,13.01,8,knight,oe:player:ed29043422e3c515e1cb292464b990b,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Akali,Ryze,Kindred,K'Sante,Galio,Fiora,1,7.5862,4,269.2611,4,2,13,1.1823,22,17
58,9693-9693_game_1,LPL,2023,Spring,13.01,9,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Sivir,Ryze,Kindred,K'Sante,Galio,Fiora,1,10.6158,33,366.5025,8,1,13,1.9458,22,17
59,9693-9693_game_1,LPL,2023,Spring,13.01,10,MISSING,oe:player:10d1208b485425756fcc932229386b0,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Yuumi,Ryze,Kindred,K'Sante,Galio,Fiora,1,0.2217,0,119.2611,2,1,19,2.7833,22,17
60,9693-9693_game_2,LPL,2023,Spring,13.01,1,369,oe:player:0c74b7f78409a4022a2c4c5a5ca3ee1,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Kennen,Ryze,Kindred,K'Sante,Ahri,Fiora,0,7.3964,4,201.0414,0,5,3,0.9564,9,13
61,9693-9693_game_2,LPL,2023,Spring,13.01,2,Kanavi,oe:player:41deab55354f57a94135989133f9968,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Wukong,Ryze,Kindred,K'Sante,Ahri,Fiora,0,5.6111,163,219.3411,6,2,1,1.4984,9,13
62,9693-9693_game_2,LPL,2023,Spring,13.01,3,knight,oe:player:ed29043422e3c515e1cb292464b990b,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Lissandra,Ryze,Kindred,K'Sante,Ahri,Fiora,0,8.3528,0,236.2699,2,2,4,0.8289,9,13
63,9693-9693_game_2,LPL,2023,Spring,13.01,4,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Zeri,Ryze,Kindred,K'Sante,Ahri,Fiora,0,10.2657,15,293.7194,1,2,4,1.7216,9,13
64,9693-9693_game_2,LPL,2023,Spring,13.01,5,MISSING,oe:player:10d1208b485425756fcc932229386b0,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Lulu,Ryze,Kindred,K'Sante,Ahri,Fiora,0,0.255,0,64.1764,0,2,4,2.5186,9,13
65,9693-9693_game_2,LPL,2023,Spring,13.01,6,Bin,oe:player:fb66ef5885b4be9323905b821dc3a42,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Gnar,Syndra,Maokai,Renekton,Akali,LeBlanc,1,9.5962,21,352.6674,5,1,3,1.3071,13,9
66,9693-9693_game_2,LPL,2023,Spring,13.01,7,XUN,oe:player:814f33b3479f1ebf6cd22cba78f30e0,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Vi,Syndra,Maokai,Renekton,Akali,LeBlanc,1,5.3241,139,220.8077,1,2,6,2.1679,13,9
67,9693-9693_game_2,LPL,2023,Spring,13.01,8,Yagao,oe:player:4860d1660ce45bd15a600953309135c,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Taliyah,Syndra,Maokai,Renekton,Akali,LeBlanc,1,7.4283,42,247.5239,2,4,5,0.9245,13,9
68,9693-9693_game_2,LPL,2023,Spring,13.01,9,Elk,oe:player:a58a0d41103cdc5b58cbb547eeaca2d,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Lucian,Syndra,Maokai,Renekton,Akali,LeBlanc,1,9.4687,20,361.1796,5,2,3,1.8172,13,9
69,9693-9693_game_2,LPL,2023,Spring,13.01,10,ON,oe:player:90651ebea9a35ec4e018c8157492e17,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Nami,Syndra,Maokai,Renekton,Akali,LeBlanc,1,0.3188,0,118.0553,0,0,9,2.8055,13,9
70,9693-9693_game_3,LPL,2023,Spring,13.01,1,369,oe:player:0c74b7f78409a4022a2c4c5a5ca3ee1,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Jayce,Kindred,Ryze,K'Sante,Fiora,Galio,1,6.5971,32,277.8914,4,3,15,1.8998,25,18
71,9693-9693_game_3,LPL,2023,Spring,13.01,2,Kanavi,oe:player:41deab55354f57a94135989133f9968,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Sejuani,Kindred,Ryze,K'Sante,Fiora,Galio,1,5.3236,179,219.2276,2,3,18,2.4008,25,18
72,9693-9693_game_3,LPL,2023,Spring,13.01,3,knight,oe:player:ed29043422e3c515e1cb292464b990b,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Syndra,Kindred,Ryze,K'Sante,Fiora,Galio,1,7.9541,30,302.0459,6,4,12,1.4614,25,18
73,9693-9693_game_3,LPL,2023,Spring,13.01,4,Ruler,oe:player:eada4723af6f51cf2391d85b5fde49b,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Varus,Kindred,Ryze,K'Sante,Fiora,Galio,1,8.1211,18,348.2463,12,3,6,1.5449,25,18
74,9693-9693_game_3,LPL,2023,Spring,13.01,5,MISSING,oe:player:10d1208b485425756fcc932229386b0,JD Gaming,oe:team:b42d0f31f2727621b963042276817c4,Heimerdinger,Kindred,Ryze,K'Sante,Fiora,Galio,1,0.7307,6,117.1816,1,5,12,3.0898,25,18
75,9693-9693_game_3,LPL,2023,Spring,13.01,6,Bin,oe:player:fb66ef5885b4be9323905b821dc3a42,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Camille,Maokai,Lucian,Yuumi,Vi,Viego,0,8.1211,53,308.2046,7,7,5,1.2526,18,25
76,9693-9693_game_3,LPL,2023,Spring,13.01,7,XUN,oe:player:814f33b3479f1ebf6cd22cba78f30e0,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Wukong,Maokai,Lucian,Yuumi,Vi,Viego,0,4.5929,161,182.7766,3,6,11,1.6075,18,25
77,9693-9693_game_3,LPL,2023,Spring,13.01,8,Yagao,oe:player:4860d1660ce45bd15a600953309135c,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Ahri,Maokai,Lucian,Yuumi,Vi,Viego,0,6.9102,2,222.7349,3,4,5,1.1273,18,25
78,9693-9693_game_3,LPL,2023,Spring,13.01,9,Elk,oe:player:a58a0d41103cdc5b58cbb547eeaca2d,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Sivir,Maokai,Lucian,Yuumi,Vi,Viego,0,9.3111,51,293.9457,3,4,11,1.2526,18,25
79,9693-9693_game_3,LPL,2023,Spring,13.01,10,ON,oe:player:90651ebea9a35ec4e018c8157492e17,Bilibili Gaming,oe:team:d356a144644879dabb5f34cd99c886d,Ashe,Maokai,Lucian,Yuumi,Vi,Viego,0,1.4196,3,115.0313,2,4,12,4.7808,18,25
80,9694-9694_game_1,LPL,2023,Spring,13.01,1,Xiaoxu,oe:player:8007ba25dee37ac1e4445a6e9f8d252,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,K'Sante,Kalista,Draven,Yuumi,Wukong,Ashe,1,7.8698,10,265.1183,3,0,7,1.2722,17,0
81,9694-9694_game_1,LPL,2023,Spring,13.01,2,Meteor,oe:player:26cf32679ec486e40032e24fa39d15c,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Skarner,Kalista,Draven,Yuumi,Wukong,Ashe,1,5.4142,159,235.0296,3,0,11,2.2781,17,0
82,9694-9694_game_1,LPL,2023,Spring,13.01,3,haichao,oe:player:f886838ee1808c2f217208267a829ce,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Ryze,Kalista,Draven,Yuumi,Wukong,Ashe,1,10.0888,27,304.4379,2,0,4,1.1538,17,0
83,9694-9694_game_1,LPL,2023,Spring,13.01,4,Lpc,oe:player:2ebebeb69899b72e04b5c14d569b33e,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Zeri,Kalista,Draven,Yuumi,Wukong,Ashe,1,9.5858,17,367.574,9,0,6,1.5089,17,0
84,9694-9694_game_1,LPL,2023,Spring,13.01,5,Jinjiao,oe:player:efced9552c6030d0beaf318ee62926a,LGD Gaming,oe:team:5f401785b6b78326f9a46b3c6b206ed,Heimerdinger,Kalista,Draven,Yuumi,Wukong,Ashe,1,0.858,4,127.3077,0,0,11,2.9586,17,0
85,9694-9694_game_1,LPL,2023,Spring,13.01,6,Cube,oe:player:b6603b64c5cabad210826735469838b,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,Gwen,Maokai,Lucian,Sejuani,Nocturne,Lulu,0,8.6391,8,220.3254,0,3,0,1.1834,0,17
86,9694-9694_game_1,LPL,2023,Spring,13.01,7,Leyan,oe:player:84e02b3ad83040a2b876001dd6c5192,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,Viego,Maokai,Lucian,Sejuani,Nocturne,Lulu,0,6.4201,196,170.0592,0,3,0,1.6568,0,17
87,9694-9694_game_1,LPL,2023,Spring,13.01,8,Strive,oe:player:c9ffd654469092c2189fce269f5a348,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,Syndra,Maokai,Lucian,Sejuani,Nocturne,Lulu,0,8.7574,9,210.5621,0,3,0,1.1538,0,17
88,9694-9694_game_1,LPL,2023,Spring,13.01,9,Assum,oe:player:da3299cd46f1ad8a86bbadeb6b8a320,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,Varus,Maokai,Lucian,Sejuani,Nocturne,Lulu,0,8.6095,8,211.7751,0,2,0,0.6213,0,17
89,9694-9694_game_1,LPL,2023,Spring,13.01,10,Southwind,oe:player:4bcd2c8131dbc883e8c475ca0e1c0ab,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,Leona,Maokai,Lucian,Sejuani,Nocturne,Lulu,0,1.0355,0,69.2604,0,6,0,2.8698,0,17
90,9694-9694_game_2,LPL,2023,Spring,13.01,1,Cube,oe:player:b6603b64c5cabad210826735469838b,Rare Atom,oe:team:8516ca63facc91286d6c00212ca945e,Jax,Maokai,Lucian,Syndra,Heimerdinger,Ashe,1,8.4796,36,285.4635,4,2,4,0.9889,14,11
